Daily Indian Domestic Flight Timetable
========================================================================================================================

Flight   From  Departure City                      To    Arrival City                        Dep    Arr    Duration
AI560    BLR   Bangalore (Kempegowda)              MAA   Chennai                             06:30  09:16  2h 46m
G88811   BLR   Bangalore (Kempegowda)              MAA   Chennai                             06:30  09:30  3h 0m
SG4366   BLR   Bangalore (Kempegowda)              MAA   Chennai                             08:15  10:35  2h 20m
G83181   BLR   Bangalore (Kempegowda)              TRV   Thiruvananthapuram                  08:30  12:20  3h 50m
6E1955   BLR   Bangalore (Kempegowda)              TRV   Thiruvananthapuram                  10:15  13:08  2h 53m
SG8284   BLR   Bangalore (Kempegowda)              VTZ   Visakhapatnam                       10:30  11:58  1h 28m
6E7126   BLR   Bangalore (Kempegowda)              PNQ   Pune                                11:45  14:43  2h 58m
SG2750   BLR   Bangalore (Kempegowda)              CJB   Coimbatore                          11:45  13:26  1h 41m
G88507   BLR   Bangalore (Kempegowda)              MAA   Chennai                             12:00  13:34  1h 34m
6E457    BLR   Bangalore (Kempegowda)              STV   Surat                               12:15  15:44  3h 29m
6E7333   BLR   Bangalore (Kempegowda)              IMF   Imphal                              12:15  15:11  2h 56m
UK4374   BLR   Bangalore (Kempegowda)              IXM   Madurai                             12:30  14:15  1h 45m
6E9517   BLR   Bangalore (Kempegowda)              IMF   Imphal                              13:00  13:55  0h 55m
AI6366   BLR   Bangalore (Kempegowda)              JAI   Jaipur                              13:45  17:42  3h 57m
AI5030   BLR   Bangalore (Kempegowda)              IXE   Mangalore                           14:15  17:34  3h 19m
AI2146   BLR   Bangalore (Kempegowda)              VTZ   Visakhapatnam                       14:45  17:33  2h 48m
6E8893   BLR   Bangalore (Kempegowda)              TRV   Thiruvananthapuram                  15:00  16:03  1h 3m
UK3068   BLR   Bangalore (Kempegowda)              STV   Surat                               15:15  16:36  1h 21m
AI5986   BLR   Bangalore (Kempegowda)              CNN   Kannur                              15:45  16:37  0h 52m
UK8951   BLR   Bangalore (Kempegowda)              CJB   Coimbatore                          15:45  18:45  3h 0m
G85812   BLR   Bangalore (Kempegowda)              CCJ   Calicut                             16:00  19:30  3h 30m
6E729    BLR   Bangalore (Kempegowda)              CNN   Kannur                              16:45  18:49  2h 4m
UK2469   BLR   Bangalore (Kempegowda)              MAA   Chennai                             17:15  18:53  1h 38m
6E643    BLR   Bangalore (Kempegowda)              JAI   Jaipur                              18:15  21:29  3h 14m
SG5250   BLR   Bangalore (Kempegowda)              PNQ   Pune                                18:15  21:36  3h 21m
6E2594   BLR   Bangalore (Kempegowda)              STV   Surat                               18:30  22:08  3h 38m
AI2878   BLR   Bangalore (Kempegowda)              CCJ   Calicut                             18:30  19:27  0h 57m
AI4479   BLR   Bangalore (Kempegowda)              JAI   Jaipur                              18:30  20:48  2h 18m
6E7697   BLR   Bangalore (Kempegowda)              TRZ   Tiruchirappalli                     18:45  20:21  1h 36m
AI9676   BLR   Bangalore (Kempegowda)              CCJ   Calicut                             19:00  19:57  0h 57m
6E1312   BLR   Bangalore (Kempegowda)              PNQ   Pune                                19:30  20:34  1h 4m
AI4748   BLR   Bangalore (Kempegowda)              IXC   Chandigarh                          19:30  20:35  1h 5m
UK1734   BLR   Bangalore (Kempegowda)              IXC   Chandigarh                          20:00  21:15  1h 15m
UK7179   BLR   Bangalore (Kempegowda)              IXM   Madurai                             20:00  21:06  1h 6m
SG3652   BLR   Bangalore (Kempegowda)              IXE   Mangalore                           20:45  23:34  2h 49m
UK5905   BLR   Bangalore (Kempegowda)              JAI   Jaipur                              20:45  22:47  2h 2m
6E3649   BLR   Bangalore (Kempegowda)              TRV   Thiruvananthapuram                  21:15  00:35  3h 20m
UK9704   BLR   Bangalore (Kempegowda)              IMF   Imphal                              21:15  00:05  2h 50m
6E2045   BLR   Bangalore (Kempegowda)              MAA   Chennai                             22:00  00:09  2h 9m
6E1705   BLR   Bangalore (Kempegowda)              TRZ   Tiruchirappalli                     23:00  00:13  1h 13m
AI9070   BLR   Bangalore (Kempegowda)              AMD   Ahmedabad (Sardar Vallabhbhai Pat   10:45  12:07  1h 22m
6E494    BLR   Bangalore (Kempegowda)              AMD   Ahmedabad (Sardar Vallabhbhai Pat   14:00  16:26  2h 26m
G82326   BLR   Bangalore (Kempegowda)              AMD   Ahmedabad (Sardar Vallabhbhai Pat   20:00  23:46  3h 46m
G84504   BLR   Bangalore (Kempegowda)              ATQ   Amritsar (Sri Guru Ram Dass Jee)    05:45  08:30  2h 45m
6E4444   BLR   Bangalore (Kempegowda)              ATQ   Amritsar (Sri Guru Ram Dass Jee)    09:45  12:43  2h 58m
6E1057   BLR   Bangalore (Kempegowda)              ATQ   Amritsar (Sri Guru Ram Dass Jee)    13:45  16:14  2h 29m
SG3539   BLR   Bangalore (Kempegowda)              BBI   Bhubaneswar (Biju Patnaik)          09:30  11:06  1h 36m
UK7267   BLR   Bangalore (Kempegowda)              BBI   Bhubaneswar (Biju Patnaik)          10:45  11:54  1h 9m
UK412    BLR   Bangalore (Kempegowda)              BBI   Bhubaneswar (Biju Patnaik)          13:15  16:33  3h 18m
G8571    BLR   Bangalore (Kempegowda)              BBI   Bhubaneswar (Biju Patnaik)          15:15  18:01  2h 46m
6E4670   BLR   Bangalore (Kempegowda)              BOM   Mumbai (Chhatrapati Shivaji)        05:30  07:48  2h 18m
SG4822   BLR   Bangalore (Kempegowda)              BOM   Mumbai (Chhatrapati Shivaji)        08:00  10:05  2h 5m
SG264    BLR   Bangalore (Kempegowda)              BOM   Mumbai (Chhatrapati Shivaji)        09:45  11:41  1h 56m
UK8143   BLR   Bangalore (Kempegowda)              BOM   Mumbai (Chhatrapati Shivaji)        20:15  22:40  2h 25m
6E1234   BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   09:00  11:35  2h 35m
UK439    BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   14:00  16:17  2h 17m
AI3653   BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   15:00  17:06  2h 6m
G83077   BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   15:45  18:17  2h 32m
UK6165   BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   16:45  19:02  2h 17m
AI9137   BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   20:00  21:55  1h 55m
G89672   BLR   Bangalore (Kempegowda)              CCU   Kolkata (Netaji Subhas Chandra Bo   21:15  23:44  2h 29m
SG5652   BLR   Bangalore (Kempegowda)              COK   Kochi (Cochin)                      07:00  09:35  2h 35m
UK8200   BLR   Bangalore (Kempegowda)              COK   Kochi (Cochin)                      12:30  14:39  2h 9m
6E8129   BLR   Bangalore (Kempegowda)              COK   Kochi (Cochin)                      15:15  16:52  1h 37m
G88184   BLR   Bangalore (Kempegowda)              COK   Kochi (Cochin)                      23:00  01:53  2h 53m
AI2537   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               05:30  08:17  2h 47m
AI3718   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               06:45  09:33  2h 48m
UK6446   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               09:00  11:13  2h 13m
6E2521   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               13:00  15:49  2h 49m
G85576   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               13:15  15:55  2h 40m
UK9984   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               13:30  15:21  1h 51m
6E6015   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               15:30  17:33  2h 3m
6E5613   BLR   Bangalore (Kempegowda)              DEL   Delhi (Indira Gandhi)               19:00  21:08  2h 8m
AI887    BLR   Bangalore (Kempegowda)              GAU   Guwahati (Lokpriya Gopinath Bordo   06:30  08:37  2h 7m
6E5809   BLR   Bangalore (Kempegowda)              GAU   Guwahati (Lokpriya Gopinath Bordo   16:45  19:06  2h 21m
UK6336   BLR   Bangalore (Kempegowda)              GOI   Goa (Dabolim)                       07:15  10:22  3h 7m
SG2515   BLR   Bangalore (Kempegowda)              GOI   Goa (Dabolim)                       09:45  12:04  2h 19m
AI2762   BLR   Bangalore (Kempegowda)              GOI   Goa (Dabolim)                       11:15  14:19  3h 4m
SG3870   BLR   Bangalore (Kempegowda)              GOI   Goa (Dabolim)                       21:45  01:27  3h 42m
AI3297   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            07:30  10:25  2h 55m
6E2147   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            08:15  10:23  2h 8m
6E3868   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            16:30  19:10  2h 40m
UK2372   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            16:45  18:52  2h 7m
AI8252   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            17:00  19:38  2h 38m
AI6440   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            17:45  20:10  2h 25m
6E1900   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            20:15  22:08  1h 53m
UK5444   BLR   Bangalore (Kempegowda)              HYD   Hyderabad (Rajiv Gandhi)            20:45  22:54  2h 9m
6E5715   BLR   Bangalore (Kempegowda)              IDR   Indore (Devi Ahilya Bai Holkar)     06:15  09:51  3h 36m
6E721    BLR   Bangalore (Kempegowda)              IDR   Indore (Devi Ahilya Bai Holkar)     12:30  13:23  0h 53m
UK6121   BLR   Bangalore (Kempegowda)              IDR   Indore (Devi Ahilya Bai Holkar)     13:30  16:17  2h 47m
G84430   BLR   Bangalore (Kempegowda)              IDR   Indore (Devi Ahilya Bai Holkar)     16:30  20:26  3h 56m
G88460   BLR   Bangalore (Kempegowda)              IXB   Siliguri (Bagdogra)                 09:00  11:40  2h 40m
6E977    BLR   Bangalore (Kempegowda)              IXB   Siliguri (Bagdogra)                 13:15  16:19  3h 4m
UK9329   BLR   Bangalore (Kempegowda)              IXB   Siliguri (Bagdogra)                 16:00  19:49  3h 49m
6E7461   BLR   Bangalore (Kempegowda)              IXB   Siliguri (Bagdogra)                 18:30  19:36  1h 6m
SG1231   BLR   Bangalore (Kempegowda)              LKO   Lucknow (Chaudhary Charan Singh)    07:15  09:13  1h 58m
SG2443   BLR   Bangalore (Kempegowda)              LKO   Lucknow (Chaudhary Charan Singh)    09:30  11:13  1h 43m
UK3243   BLR   Bangalore (Kempegowda)              LKO   Lucknow (Chaudhary Charan Singh)    12:30  15:02  2h 32m
SG6518   BLR   Bangalore (Kempegowda)              LKO   Lucknow (Chaudhary Charan Singh)    22:00  00:00  2h 0m
G89217   BLR   Bangalore (Kempegowda)              NAG   Nagpur (Dr. Babasaheb Ambedkar)     05:30  09:24  3h 54m
UK1252   BLR   Bangalore (Kempegowda)              NAG   Nagpur (Dr. Babasaheb Ambedkar)     10:00  12:38  2h 38m
AI8000   BLR   Bangalore (Kempegowda)              NAG   Nagpur (Dr. Babasaheb Ambedkar)     20:30  23:30  3h 0m
G8444    BLR   Bangalore (Kempegowda)              NAG   Nagpur (Dr. Babasaheb Ambedkar)     20:45  00:08  3h 23m
UK860    BLR   Bangalore (Kempegowda)              PAT   Patna (Jay Prakash Narayan)         16:45  19:23  2h 38m
UK6306   BLR   Bangalore (Kempegowda)              PAT   Patna (Jay Prakash Narayan)         20:00  22:52  2h 52m
AI1987   BLR   Bangalore (Kempegowda)              SXR   Srinagar (Sheikhul Aalam)           06:45  07:32  0h 47m
6E5978   BLR   Bangalore (Kempegowda)              SXR   Srinagar (Sheikhul Aalam)           08:15  12:13  3h 58m
SG6127   BLR   Bangalore (Kempegowda)              VNS   Varanasi (Lal Bahadur Shastri)      15:45  17:14  1h 29m
6E477    BLR   Bangalore (Kempegowda)              VNS   Varanasi (Lal Bahadur Shastri)      16:30  20:17  3h 47m
6E5029   CCU   Kolkata (Netaji Subhas Chandra Bo   PNQ   Pune                                05:00  08:28  3h 28m
UK3040   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             05:00  07:27  2h 27m
G83822   CCU   Kolkata (Netaji Subhas Chandra Bo   IXC   Chandigarh                          05:15  06:16  1h 1m
SG1861   CCU   Kolkata (Netaji Subhas Chandra Bo   PNQ   Pune                                06:00  09:04  3h 4m
SG7616   CCU   Kolkata (Netaji Subhas Chandra Bo   VTZ   Visakhapatnam                       06:00  08:52  2h 52m
UK5676   CCU   Kolkata (Netaji Subhas Chandra Bo   TRZ   Tiruchirappalli                     06:30  10:10  3h 40m
G82170   CCU   Kolkata (Netaji Subhas Chandra Bo   VTZ   Visakhapatnam                       06:45  08:03  1h 18m
6E379    CCU   Kolkata (Netaji Subhas Chandra Bo   STV   Surat                               07:30  09:13  1h 43m
6E9356   CCU   Kolkata (Netaji Subhas Chandra Bo   IXC   Chandigarh                          08:15  11:50  3h 35m
G84770   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             08:15  09:50  1h 35m
AI5485   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             09:00  11:57  2h 57m
G84621   CCU   Kolkata (Netaji Subhas Chandra Bo   STV   Surat                               09:00  11:17  2h 17m
SG727    CCU   Kolkata (Netaji Subhas Chandra Bo   CNN   Kannur                              09:15  12:36  3h 21m
UK2416   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             09:30  12:09  2h 39m
6E4173   CCU   Kolkata (Netaji Subhas Chandra Bo   IMF   Imphal                              09:45  13:21  3h 36m
6E7951   CCU   Kolkata (Netaji Subhas Chandra Bo   VTZ   Visakhapatnam                       09:45  11:02  1h 17m
6E5752   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             10:00  12:42  2h 42m
AI7880   CCU   Kolkata (Netaji Subhas Chandra Bo   CCJ   Calicut                             10:30  12:33  2h 3m
UK2662   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             11:15  12:56  1h 41m
UK6651   CCU   Kolkata (Netaji Subhas Chandra Bo   CCJ   Calicut                             12:00  15:21  3h 21m
G81267   CCU   Kolkata (Netaji Subhas Chandra Bo   IMF   Imphal                              13:15  14:03  0h 48m
UK1566   CCU   Kolkata (Netaji Subhas Chandra Bo   CNN   Kannur                              13:45  17:30  3h 45m
AI4329   CCU   Kolkata (Netaji Subhas Chandra Bo   CJB   Coimbatore                          14:45  17:14  2h 29m
6E1288   CCU   Kolkata (Netaji Subhas Chandra Bo   JAI   Jaipur                              15:15  16:08  0h 53m
AI6130   CCU   Kolkata (Netaji Subhas Chandra Bo   IXE   Mangalore                           15:30  18:26  2h 56m
UK1174   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             15:30  18:02  2h 32m
SG504    CCU   Kolkata (Netaji Subhas Chandra Bo   IXM   Madurai                             15:45  18:49  3h 4m
G85207   CCU   Kolkata (Netaji Subhas Chandra Bo   TRV   Thiruvananthapuram                  17:45  20:27  2h 42m
SG362    CCU   Kolkata (Netaji Subhas Chandra Bo   JAI   Jaipur                              18:00  20:09  2h 9m
6E5039   CCU   Kolkata (Netaji Subhas Chandra Bo   VTZ   Visakhapatnam                       18:15  19:11  0h 56m
6E7382   CCU   Kolkata (Netaji Subhas Chandra Bo   CNN   Kannur                              18:30  21:01  2h 31m
G88481   CCU   Kolkata (Netaji Subhas Chandra Bo   TRV   Thiruvananthapuram                  18:30  20:02  1h 32m
SG2237   CCU   Kolkata (Netaji Subhas Chandra Bo   IXE   Mangalore                           18:45  20:27  1h 42m
6E8535   CCU   Kolkata (Netaji Subhas Chandra Bo   PNQ   Pune                                19:00  22:24  3h 24m
UK2536   CCU   Kolkata (Netaji Subhas Chandra Bo   CCJ   Calicut                             19:00  20:39  1h 39m
UK4981   CCU   Kolkata (Netaji Subhas Chandra Bo   MAA   Chennai                             19:00  21:57  2h 57m
SG3814   CCU   Kolkata (Netaji Subhas Chandra Bo   CJB   Coimbatore                          20:15  23:02  2h 47m
6E4603   CCU   Kolkata (Netaji Subhas Chandra Bo   IXE   Mangalore                           21:00  22:17  1h 17m
AI2998   CCU   Kolkata (Netaji Subhas Chandra Bo   IXC   Chandigarh                          21:15  22:32  1h 17m
AI9048   CCU   Kolkata (Netaji Subhas Chandra Bo   CJB   Coimbatore                          21:45  22:43  0h 58m
6E4121   CCU   Kolkata (Netaji Subhas Chandra Bo   TRZ   Tiruchirappalli                     22:15  01:17  3h 2m
G81645   CCU   Kolkata (Netaji Subhas Chandra Bo   IXM   Madurai                             23:00  01:28  2h 28m
UK8489   CCU   Kolkata (Netaji Subhas Chandra Bo   CCJ   Calicut                             23:00  00:22  1h 22m
6E6227   CCU   Kolkata (Netaji Subhas Chandra Bo   AMD   Ahmedabad (Sardar Vallabhbhai Pat   06:15  08:53  2h 38m
G81374   CCU   Kolkata (Netaji Subhas Chandra Bo   AMD   Ahmedabad (Sardar Vallabhbhai Pat   15:15  18:13  2h 58m
6E258    CCU   Kolkata (Netaji Subhas Chandra Bo   ATQ   Amritsar (Sri Guru Ram Dass Jee)    07:00  07:54  0h 54m
UK6411   CCU   Kolkata (Netaji Subhas Chandra Bo   ATQ   Amritsar (Sri Guru Ram Dass Jee)    16:45  20:34  3h 49m
G85707   CCU   Kolkata (Netaji Subhas Chandra Bo   BBI   Bhubaneswar (Biju Patnaik)          05:30  07:11  1h 41m
6E5893   CCU   Kolkata (Netaji Subhas Chandra Bo   BBI   Bhubaneswar (Biju Patnaik)          09:45  10:56  1h 11m
6E738    CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              07:30  09:48  2h 18m
UK7067   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              08:30  10:34  2h 4m
6E9109   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              12:45  15:14  2h 29m
SG3523   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              13:00  14:31  1h 31m
UK1902   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              16:15  18:42  2h 27m
6E8862   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              17:00  19:58  2h 58m
UK3923   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              17:30  19:46  2h 16m
SG5717   CCU   Kolkata (Netaji Subhas Chandra Bo   BLR   Bangalore (Kempegowda)              20:15  22:39  2h 24m
AI4199   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        06:45  09:20  2h 35m
UK3029   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        08:45  10:51  2h 6m
6E8642   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        09:45  12:27  2h 42m
G89073   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        11:45  14:36  2h 51m
UK9721   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        13:00  14:48  1h 48m
6E6660   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        14:45  16:27  1h 42m
UK5201   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        14:45  16:45  2h 0m
AI3755   CCU   Kolkata (Netaji Subhas Chandra Bo   BOM   Mumbai (Chhatrapati Shivaji)        18:30  20:42  2h 12m
6E6091   CCU   Kolkata (Netaji Subhas Chandra Bo   COK   Kochi (Cochin)                      05:00  07:46  2h 46m
AI5724   CCU   Kolkata (Netaji Subhas Chandra Bo   COK   Kochi (Cochin)                      08:00  11:59  3h 59m
AI8532   CCU   Kolkata (Netaji Subhas Chandra Bo   COK   Kochi (Cochin)                      22:45  00:24  1h 39m
UK453    CCU   Kolkata (Netaji Subhas Chandra Bo   COK   Kochi (Cochin)                      22:45  02:14  3h 29m
SG1776   CCU   Kolkata (Netaji Subhas Chandra Bo   DEL   Delhi (Indira Gandhi)               06:45  09:08  2h 23m
UK1384   CCU   Kolkata (Netaji Subhas Chandra Bo   DEL   Delhi (Indira Gandhi)               08:15  09:46  1h 31m
AI7504   CCU   Kolkata (Netaji Subhas Chandra Bo   DEL   Delhi (Indira Gandhi)               10:00  12:31  2h 31m
SG8974   CCU   Kolkata (Netaji Subhas Chandra Bo   DEL   Delhi (Indira Gandhi)               21:00  23:34  2h 34m
AI6743   CCU   Kolkata (Netaji Subhas Chandra Bo   GAU   Guwahati (Lokpriya Gopinath Bordo   08:00  11:52  3h 52m
SG5804   CCU   Kolkata (Netaji Subhas Chandra Bo   GAU   Guwahati (Lokpriya Gopinath Bordo   09:30  10:53  1h 23m
G82432   CCU   Kolkata (Netaji Subhas Chandra Bo   GAU   Guwahati (Lokpriya Gopinath Bordo   11:15  14:50  3h 35m
UK9167   CCU   Kolkata (Netaji Subhas Chandra Bo   GAU   Guwahati (Lokpriya Gopinath Bordo   17:30  20:01  2h 31m
6E4346   CCU   Kolkata (Netaji Subhas Chandra Bo   GOI   Goa (Dabolim)                       06:45  08:57  2h 12m
SG2943   CCU   Kolkata (Netaji Subhas Chandra Bo   GOI   Goa (Dabolim)                       15:00  18:52  3h 52m
6E770    CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            06:00  07:52  1h 52m
G88210   CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            06:00  07:45  1h 45m
6E7563   CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            09:00  11:57  2h 57m
G83504   CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            10:45  13:33  2h 48m
6E4586   CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            12:15  14:01  1h 46m
SG5442   CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            18:30  20:42  2h 12m
AI3254   CCU   Kolkata (Netaji Subhas Chandra Bo   HYD   Hyderabad (Rajiv Gandhi)            22:00  23:44  1h 44m
G85822   CCU   Kolkata (Netaji Subhas Chandra Bo   IDR   Indore (Devi Ahilya Bai Holkar)     13:45  16:09  2h 24m
G81203   CCU   Kolkata (Netaji Subhas Chandra Bo   IDR   Indore (Devi Ahilya Bai Holkar)     19:30  21:29  1h 59m
UK8177   CCU   Kolkata (Netaji Subhas Chandra Bo   IDR   Indore (Devi Ahilya Bai Holkar)     22:30  00:12  1h 42m
AI6891   CCU   Kolkata (Netaji Subhas Chandra Bo   IXB   Siliguri (Bagdogra)                 18:15  20:35  2h 20m
G87321   CCU   Kolkata (Netaji Subhas Chandra Bo   IXB   Siliguri (Bagdogra)                 21:45  00:05  2h 20m
UK5818   CCU   Kolkata (Netaji Subhas Chandra Bo   LKO   Lucknow (Chaudhary Charan Singh)    05:15  06:02  0h 47m
SG4318   CCU   Kolkata (Netaji Subhas Chandra Bo   LKO   Lucknow (Chaudhary Charan Singh)    18:30  20:28  1h 58m
6E9988   CCU   Kolkata (Netaji Subhas Chandra Bo   LKO   Lucknow (Chaudhary Charan Singh)    21:00  00:47  3h 47m
AI5819   CCU   Kolkata (Netaji Subhas Chandra Bo   NAG   Nagpur (Dr. Babasaheb Ambedkar)     11:45  12:52  1h 7m
G89806   CCU   Kolkata (Netaji Subhas Chandra Bo   NAG   Nagpur (Dr. Babasaheb Ambedkar)     14:30  17:12  2h 42m
6E3639   CCU   Kolkata (Netaji Subhas Chandra Bo   NAG   Nagpur (Dr. Babasaheb Ambedkar)     18:00  19:55  1h 55m
AI6766   CCU   Kolkata (Netaji Subhas Chandra Bo   PAT   Patna (Jay Prakash Narayan)         06:15  09:32  3h 17m
6E430    CCU   Kolkata (Netaji Subhas Chandra Bo   PAT   Patna (Jay Prakash Narayan)         16:30  20:16  3h 46m
6E217    CCU   Kolkata (Netaji Subhas Chandra Bo   PAT   Patna (Jay Prakash Narayan)         18:00  20:36  2h 36m
6E4993   CCU   Kolkata (Netaji Subhas Chandra Bo   PAT   Patna (Jay Prakash Narayan)         22:15  00:21  2h 6m
UK9748   CCU   Kolkata (Netaji Subhas Chandra Bo   SXR   Srinagar (Sheikhul Aalam)           09:15  12:43  3h 28m
6E4870   CCU   Kolkata (Netaji Subhas Chandra Bo   SXR   Srinagar (Sheikhul Aalam)           10:15  12:05  1h 50m
SG672    CCU   Kolkata (Netaji Subhas Chandra Bo   SXR   Srinagar (Sheikhul Aalam)           18:00  19:03  1h 3m
UK1553   CCU   Kolkata (Netaji Subhas Chandra Bo   SXR   Srinagar (Sheikhul Aalam)           22:00  01:28  3h 28m
SG3866   CCU   Kolkata (Netaji Subhas Chandra Bo   VNS   Varanasi (Lal Bahadur Shastri)      06:00  07:54  1h 54m
G85730   CCU   Kolkata (Netaji Subhas Chandra Bo   VNS   Varanasi (Lal Bahadur Shastri)      15:00  17:42  2h 42m
6E2121   HYD   Hyderabad (Rajiv Gandhi)            CNN   Kannur                              05:00  08:02  3h 2m
6E9978   HYD   Hyderabad (Rajiv Gandhi)            VTZ   Visakhapatnam                       05:15  06:12  0h 57m
AI9844   HYD   Hyderabad (Rajiv Gandhi)            CJB   Coimbatore                          06:00  08:45  2h 45m
SG1235   HYD   Hyderabad (Rajiv Gandhi)            IMF   Imphal                              06:45  10:37  3h 52m
SG3641   HYD   Hyderabad (Rajiv Gandhi)            IXC   Chandigarh                          06:45  09:28  2h 43m
AI1914   HYD   Hyderabad (Rajiv Gandhi)            IXC   Chandigarh                          07:15  11:06  3h 51m
6E3831   HYD   Hyderabad (Rajiv Gandhi)            IXM   Madurai                             07:30  09:02  1h 32m
6E7638   HYD   Hyderabad (Rajiv Gandhi)            IMF   Imphal                              09:00  11:05  2h 5m
AI9217   HYD   Hyderabad (Rajiv Gandhi)            PNQ   Pune                                09:00  09:59  0h 59m
6E3916   HYD   Hyderabad (Rajiv Gandhi)            MAA   Chennai                             09:15  10:46  1h 31m
AI8168   HYD   Hyderabad (Rajiv Gandhi)            TRV   Thiruvananthapuram                  09:30  12:40  3h 10m
6E3891   HYD   Hyderabad (Rajiv Gandhi)            TRV   Thiruvananthapuram                  09:45  11:46  2h 1m
UK3657   HYD   Hyderabad (Rajiv Gandhi)            CJB   Coimbatore                          11:30  12:56  1h 26m
6E629    HYD   Hyderabad (Rajiv Gandhi)            IXE   Mangalore                           12:45  15:11  2h 26m
6E8069   HYD   Hyderabad (Rajiv Gandhi)            IXM   Madurai                             13:00  14:56  1h 56m
AI968    HYD   Hyderabad (Rajiv Gandhi)            PNQ   Pune                                13:45  14:45  1h 0m
6E4710   HYD   Hyderabad (Rajiv Gandhi)            CCJ   Calicut                             14:00  16:10  2h 10m
G88075   HYD   Hyderabad (Rajiv Gandhi)            IXC   Chandigarh                          14:00  16:45  2h 45m
AI6604   HYD   Hyderabad (Rajiv Gandhi)            CNN   Kannur                              14:15  16:56  2h 41m
6E3065   HYD   Hyderabad (Rajiv Gandhi)            IXE   Mangalore                           15:15  17:51  2h 36m
6E4509   HYD   Hyderabad (Rajiv Gandhi)            MAA   Chennai                             15:45  18:39  2h 54m
AI2322   HYD   Hyderabad (Rajiv Gandhi)            IXE   Mangalore                           16:45  20:26  3h 41m
